Title,Conference
Realistic animation of rigid bodies.,SIGGRAPH
A retargeting methodology of nano-watt CMOS reference circuit based on advanced compact MOSFET model.,ISCAS
On the Fundamental Limits of Broadcasting in Wireless Mobile Networks.,INFOCOM
"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System.",VLDB
Detailed analysis of a phase ADC.,ISCAS
Client-server web applications widgets.,WWW
Distributed video coding based on adaptive binning.,ISCAS
Pragmatic evaluation of folksonomies.,WWW
Tribeca: A Stream Database Manager for Network Traffic Analysis.,VLDB
On The Spatiotemporal Burstiness of Terms.,VLDB
Decentralized Authorization in a Database System.,VLDB
Cantina: a content-based approach to detecting phishing web sites.,WWW
"Wide-range, reference free, on-chip voltage sensor for variable Vdd operations.",ISCAS
Prediction-based adaptive transform coefficients scanning for inter-frame video coding.,ISCAS
A New Normalized Minimum-error Entropy Algorithm with Reduced Computational Complexity.,ISCAS
A simple and efficient dithering method for vector quantizer based mismatch-shaped &#916;&#931; DACs.,ISCAS
Web-based framework for spatiotemporal screen real estate management of interactive public displays.,WWW
Advanced colluder detection techniques for OSIFT-based hiding codes.,ISCAS
"Multiple Source, Multiple Destination Network Tomography.",INFOCOM
Accurate detection of out-of-control variations from digital camera devices.,ISCAS
Education of Digital and Analog Circuits supported by computer algebra system.,ISCAS
Visual-weighted motion compensation frame interpolation with motion vector refinement.,ISCAS
Tertiary-Tree 12-GHz 32-bit Adder in 65nm Technology.,ISCAS
Fine water with coarse grids: combining surface meshes and adaptive discontinuous Galerkin.,SIGGRAPH
Trajectory improves data delivery in vehicular networks.,INFOCOM
Tiled Interleaving for Multi-Level 2-D Discrete Wavelet Transform.,ISCAS
Temperature performance of sub-1V ultra-low power current sources.,ISCAS
Temporal summarization of event-related updates in wikipedia.,WWW
Security: Cross Layer Protocol in Wireless Sensor Network.,INFOCOM
The extended Kalman filtering algorithm for carrier synchronization and the implementation.,ISCAS
RDFPeers: a scalable distributed RDF repository based on a structured peer-to-peer network.,WWW
An Efficient SQL-based RDF Querying Scheme.,VLDB
Database Program Conversion: A Framework for Research.,VLDB
Pan and scan: Configuring cameras for coverage.,INFOCOM
A mathematical framework for active circuits based on port equivalence using limit variables.,ISCAS
Making radiosity usable: automatic preprocessing and meshing techniques for the generation of accurate radiosity solutions.,SIGGRAPH
Increasing Buffer-Locality for Multiple Index Based Scans through Intelligent Placement and Index Scan Speed Control.,VLDB
Toward efficient and accurate order-independent transparency.,SIGGRAPH
WS-replication: a framework for highly available web services.,WWW
A tile-based 3D frame using a reconfigurable display matrix.,SIGGRAPH
A pipelined dual-channel switched capacitor programmable gain amplifier.,ISCAS
"A high precision, output-capacitor-free low-dropout regulator for system-on-chip design.",ISCAS
PatchTable: Efficient Patch Queries for Large Datasets and Applications,SIGGRAPH
Embracing Interference in Ad Hoc Networks Using Joint Routing and Scheduling with Multiple Packet Reception.,INFOCOM
Panoramic imaging system for mobile devices.,SIGGRAPH
Lexicographic Fairness in WDM Optical Cross-Connects.,INFOCOM
Approximate Substring Matching over Uncertain Strings.,VLDB
"tangible workbench ""TW"": with changeable markers.",SIGGRAPH
A 115&micro;W UWB Programmable Gain Amplifier for intelligent tire personal area network.,ISCAS
A novel charge-metering method for voltage mode neural stimulation.,ISCAS
Differentiated Multimedia Web Services Using Quality Aware Transcoding.,INFOCOM
Design of Digital IIR Integrator using Discrete Hartley Transform Interpolation Method.,ISCAS
Buzz-based recommender system.,WWW
"Stable Peers: Existence, Importance, and Application in Peer-to-Peer Live Video Streaming.",INFOCOM
Pigeon: impossible.,SIGGRAPH
Spherical representation and polyhedron routing for load balancing in wireless sensor networks.,INFOCOM
Correlation Maps: A Compressed Access Method for Exploiting Soft Functional Dependencies.,VLDB
Particle transport and image synthesis.,SIGGRAPH
In Vitro Epileptic Seizure Prediction Microsystem.,ISCAS
A robust optimization approach to backup network design with random failures.,INFOCOM
The Propel Distributed Services Platform.,VLDB
Estimation of Capacitive Crosstalk-Induced Short-Circuit Energy.,ISCAS
Visualization technologies as a tool for science education (panel session).,SIGGRAPH
A Protocol-Independent Approach for Analyzing the Optimal Operation Point of CSMA/CA Protocols.,INFOCOM
Efficient XSLT Processing in Relational Database System.,VLDB
Texture mapping progressive meshes.,SIGGRAPH
IO-Top-k: Index-access Optimized Top-k Query Processing.,VLDB
Log-domain Circuit Models of Chemical Reactions.,ISCAS
ARIES/NT: A Recovery Method Based on Write-Ahead Logging for Nested Transactions.,VLDB
Synchronization and Bifurcations in Networks of Coupled Hindmarsh-Rose Neurons.,ISCAS
Output spectrum analysis of buck converters in DCM with PFM control.,ISCAS
Searching for events in the blogosphere.,WWW
An Efficient Method for Estimation of Autoregressive Signals Subject to Colored Noise.,ISCAS
"A low-voltage, high linear programmable triode transconductor.",ISCAS
Effective summarization of large collections of personal photos.,WWW
"Cognitive Modeling: Knowledge, Reasoning and Planning for Intelligent Characters.",SIGGRAPH
A continuous-time VCO-assisted VCO-based &#931;&#916; modulator with 76.6dB SNDR and 10MHz BW.,ISCAS
Constraints methods for flexible models.,SIGGRAPH
A novel representation for digital scenes.,SIGGRAPH
User-Oriented Data Base Query with the ROBOT Natural Language Query System.,VLDB
The Semantic Web Paving the Way to the Knowledge Society.,VLDB
On the Quality of Triangle Inequality Violation Aware Routing Overlay Architecture.,INFOCOM
Faking Sandy: characterizing and identifying fake images on Twitter during Hurricane Sandy.,WWW
Optimized asynchronous multi-channel neighbor discovery.,INFOCOM
collective.,SIGGRAPH
Analytical Design of an Equiripple DC-Notch FIR Filter.,ISCAS
A framework for realistic image synthesis.,SIGGRAPH
Forcehttps: protecting high-security web sites from network attacks.,WWW
A general framework for adaptive and online detection of web attacks.,WWW
Design and development of learning management system at universiti Putra Malaysia: a case study of e-SPRINT.,WWW
An Approach to Materialize Digital Fingerprinting Based on Proxy Signature Scheme.,WWW
Dynamics of a Logarithmic Transimpedance Amplifier.,ISCAS
SNDocRank: document ranking based on social networks.,WWW
Homepage live: automatic block tracing for web personalization.,WWW
Fast anomaly detection despite the duplicates.,WWW
"Network Calculus Based Simulation for TCP Congestion Control: Theorems, Implementation and Evaluation.",INFOCOM
System analysis and energy model for radio-triggered battery-less monolithic wireless sensor receiver.,ISCAS
A 7 mW 2.5 GHz spread spectrum clock generator using switch-controlled injection-locked oscillator.,ISCAS
Resequencing Delays Under Multipath Routing - Asymptotics in a Simple Queueing Model.,INFOCOM
Computation in communication: Spike event coding for programmable analog arrays.,ISCAS
ODISSEA: A Peer-to-Peer Architecture for Scalable Web Search and Information Retrieval.,WWW
A hybrid MPPT method for Photovoltaic systems via estimation and revision method.,ISCAS
Application-aware virtual machine migration in data centers.,INFOCOM
Accelerating Pathology Image Data Cross-Comparison on CPU-GPU Hybrid Systems.,VLDB
Multi-clock pipeline structure for 802.11 a WLAN transceiver.,ISCAS
A low power multi-mode CMOS image sensor with integrated on-chip motion detection.,ISCAS
Fluctuation tolerant read scheme for ultrafast DNA sequencing with nanopore device.,ISCAS
Automated semantic tagging of speech audio.,WWW
All-Optical Label Stacking: Easing the Trade-offs Between Routing and Architecture Cost in All-Optical Packet Switching.,INFOCOM
"Fast and accurate distance, penetration, and collision queries using point-sphere trees and distance fields.",SIGGRAPH
CURE for Cubes: Cubing Using a ROLAP Engine.,VLDB
Object Tracking Based on RFID Coverage Visual Compensation in Wireless Sensor Network.,ISCAS
Line-based image coding using adaptive prediction filters.,ISCAS
A double-sampled path-coupled single-loop &#931;&#916; modulator using noise-shaped integrating quantizer.,ISCAS
GigaHash: scalable minimal perfect hashing for billions of urls.,WWW
Predicting advertiser bidding behaviors in sponsored search by rationality modeling.,WWW
Perfect shuffling for cycle efficient puncturer and interleaver for software defined radio.,ISCAS
Two-dimensional communication.,SIGGRAPH
Designing with constraints parametric BIM.,SIGGRAPH
TapShot: screenshot snippets as GUI shortcuts.,SIGGRAPH
OWL DL vs. OWL flight: conceptual modeling and reasoning for the semantic Web.,WWW
Cluster-Based Back-Pressure Routing Algorithm.,INFOCOM
Web engineering with the visual software circuit board.,WWW
Semi-symbolic modeling and simulation of circuits and systems.,ISCAS
Design methodology for inductive power transfer systems targeting high power implantable devices.,ISCAS
On Index Selection Schemes for Nested Object Hierarchies.,VLDB
The Crosspoint-Queued Switch.,INFOCOM
A Randomized Web-Cache Replacement Scheme.,INFOCOM
A back telemetry-capable active high efficiency rectifier in standard CMOS process.,ISCAS
Towards leveraging closed captions for news retrieval.,WWW
Efficient output transition time modeling in CMOS gates with ramp/exponential inputs.,ISCAS
A deformer-based approach to facial rigging.,SIGGRAPH
Webbed Spaces: Between Exhibition and Network (Panel).,SIGGRAPH
Throughput Analysis of End-to-End Measurement-Based Admission Control in IP.,INFOCOM
Special properties of the modified DFT to achieve algorithmic fault tolerance in Adaptive Filters.,ISCAS
BCN: Expansible network structures for data centers using hierarchical compound graphs.,INFOCOM
An integrated four-port converter for compact and efficient hybrid power systems.,ISCAS
Case Study: GPU-based implementation of sequence pair based floorplanning using CUDA.,ISCAS
Power minimization of a 433-MHz LC VCO for an implantable neural recording system.,ISCAS
Security Model for Web Enabled Date Warehouse.,WWW
Accurate Transformation-based Timing Analysis for RC Non-tree Circuits.,ISCAS
Wavelet based detection of moving tree branches and leaves in video.,ISCAS
DBMS Research at a Crossroads: The Vienna Update.,VLDB
Convergence analysis of continuous-time systems based on feedforward neural networks.,ISCAS
Multiple sub-pixel interpolation filters with adaptive symmetry for high-resolution video coding.,ISCAS
A practical model for subsurface light transport.,SIGGRAPH
"One project, four schema languages: medley or melee?",WWW
Collaborative filtering meets next check-in location prediction.,WWW
Approximating Optimal Spare Capacity Allocation by Successive Survivable Routing.,INFOCOM
"Track globally, deliver locally: improving content delivery networks by tracking geographic social cascades.",WWW
On Model Parameter Estimation for H.264/AVC Rate Control.,ISCAS
Rank aggregation for meta-search engines.,WWW
A Chain Reaction DoS Attack on 3G Networks: Analysis and Defenses.,INFOCOM
Indexing Data-oriented Overlay Networks.,VLDB
XML design for relational storage.,WWW
A mismatch-robust period-based VCO frequency comparison technique for ULP receivers.,ISCAS
Semantic virtual environments.,WWW
On the Potential of Structure-Free Data Aggregation in Sensor Networks.,INFOCOM
Design and performance analysis of DS-UWB rake receiver.,ISCAS
